Rank,Name,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
357,Luigi's Mansion,Action,2.38,0.67,0.46,0.1,3.6
358,Star Wars: Battlefront II,Shooter,2.18,1.02,0.03,0.37,3.59
359,WWF SmackDown!,Fighting,2.01,1.35,0.06,0.16,3.58
360,Croc: Legend of the Gobbos,Platform,1.57,1.79,0,0.2,3.56
361,Grand Theft Auto: Liberty City Stories,Action,1.56,1.4,0.07,0.5,3.54
362,The Getaway,Action,1.23,1.77,0.05,0.49,3.54
363,Tomb Raider III: Adventures of Lara Croft,Action,1.66,1.58,0.12,0.18,3.54
364,James Bond 007: Agent Under Fire,Shooter,1.9,1.13,0.1,0.41,3.53
365,LEGO Star Wars: The Video Game,Action,1.98,1.14,0.01,0.41,3.53
366,Battlefield 4,Shooter,2.14,1.08,0.02,0.29,3.53
367,FIFA Soccer 11,Sports,0.71,2.4,0.02,0.4,3.53
368,Rugrats in Paris: The Movie,Action,1.96,1.33,0,0.23,3.52
369,Spyro 2: Ripto's Rage!,Platform,2.14,1.21,0.01,0.17,3.52
370,Left 4 Dead,Shooter,2.66,0.5,0.05,0.3,3.52
371,Mario & Sonic at the Olympic Winter Games,Sports,1.22,1.66,0.27,0.38,3.52
372,Resident Evil 5,Action,2.11,0.94,0.12,0.34,3.51
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Platform,1.17,0.5,1.75,0.08,3.51
374,Assassin's Creed: Brotherhood,Action,2.84,0.39,0.03,0.24,3.5
375,Kung Fu,Action,1.64,0.38,1.42,0.06,3.5
376,Batman: Arkham Asylum,Action,2.2,0.97,0.02,0.31,3.5
377,Clubhouse Games,Misc,0.59,1.83,0.73,0.35,3.5
378,FIFA Soccer 2004,Sports,0.59,2.36,0.04,0.51,3.49
379,Star Wars Battlefront (2015),Shooter,1.94,1.22,0.02,0.31,3.49
380,Battlefield: Bad Company 2,Shooter,2.09,1.02,0.04,0.32,3.48
381,Guitar Hero: On Tour,Misc,2.11,1.01,0.01,0.35,3.48
382,Assassin's Creed: Unity,Action,2.26,0.89,0,0.3,3.46
383,Far Cry 3,Shooter,0.88,1.75,0.1,0.72,3.45
384,Monster Hunter 4,Role-Playing,0,0,3.44,0,3.44
385,Borderlands,Shooter,2.39,0.73,0.03,0.29,3.44
386,Tekken 4,Fighting,1.55,1.27,0.33,0.29,3.44
387,Battlefield 4,Shooter,1.34,1.54,0.17,0.38,3.43
388,LittleBigPlanet 2,Platform,1.82,1.07,0.06,0.47,3.42
389,Grand Theft Auto 2,Action,1.13,2.07,0,0.22,3.42
390,Final Fantasy III,Role-Playing,0.86,0,2.55,0.02,3.42
391,Spider-Man 2,Action,1.75,1.2,0.02,0.43,3.41
392,F-1 Race,Racing,1.73,0.69,0.59,0.4,3.41
393,FIFA Soccer 2003,Sports,0.46,2.28,0.05,0.61,3.4
394,Crash Bash,Misc,1.56,1.47,0.19,0.17,3.39
395,LEGO Batman: The Videogame,Action,2.03,1.03,0,0.32,3.38
396,Metal Gear Solid V: The Phantom Pain,Action,1.08,1.35,0.48,0.47,3.38
397,The Legend of Zelda: Spirit Tracks,Action,1.43,0.94,0.74,0.27,3.38
398,WWF War Zone,Fighting,2.47,0.76,0,0.13,3.36
399,The Legend of Zelda: Majora's Mask,Action,1.9,0.67,0.73,0.06,3.36
400,Professor Layton and the Unwound Future,Puzzle,0.65,1.61,0.82,0.28,3.36
401,Rugrats: Search For Reptar,Adventure,1.63,1.53,0,0.18,3.34
402,Assassin's Creed IV: Black Flag,Action,1.9,1.14,0.01,0.29,3.34
403,English Training: Have Fun Improving Your Skills!,Misc,0,0.99,2.32,0.02,3.33
404,James Bond 007: Nightfire,Shooter,1.45,1.29,0.12,0.46,3.33
405,Ratchet & Clank,Platform,1.44,1.01,0.57,0.3,3.33
406,Mario Party 9,Misc,1.15,1.17,0.76,0.24,3.32
407,Star Wars Episode III: Revenge of the Sith,Action,1.47,1.39,0.03,0.43,3.32
408,Max Payne,Shooter,1.99,1.05,0.05,0.22,3.31
409,The Lord of the Rings: The Return of the King,Action,1.5,1.28,0.05,0.46,3.28
410,Assassin's Creed Syndicate,Action,0.8,1.92,0.06,0.5,3.28
411,Destiny,Shooter,2.13,0.92,0,0.23,3.28
412,True Crime: Streets of LA,Action,1.89,1.05,0.02,0.31,3.27
413,Wii Music,Misc,1.36,1.13,0.46,0.32,3.27
414,Gran Turismo (PSP),Racing,0.5,1.59,0.31,0.87,3.27
415,Monster Hunter X,Action,0.25,0.19,2.78,0.04,3.26
416,Tekken,Fighting,0.95,1.3,0.77,0.22,3.24
417,FIFA 16,Sports,0.88,2.11,0,0.23,3.23
418,L.A. Noire,Adventure,1.27,1.33,0.12,0.51,3.23
419,Madden NFL 16,Sports,2.33,0.3,0,0.59,3.22
420,Yokai Watch 2 Ganso/Honke,Role-Playing,0.03,0,3.18,0,3.22
421,007: Tomorrow Never Dies,Shooter,1.72,1.33,0,0.16,3.21
422,Baseball,Sports,0.73,0.1,2.35,0.02,3.2
423,Killer Instinct,Fighting,2.26,0.72,0.12,0.1,3.2
424,WWF SmackDown! 2: Know Your Role,Fighting,1.76,1.21,0.07,0.16,3.2
425,Crisis Core: Final Fantasy VII,Role-Playing,1.35,0.6,0.8,0.44,3.19
426,God of War: Chains of Olympus,Action,1.48,1.01,0.04,0.66,3.19
427,Dragon Quest VI: Maboroshi no Daichi,Role-Playing,0,0,3.19,0,3.19
428,Dance Central,Misc,2.15,0.77,0.01,0.26,3.19
429,Enter the Matrix,Action,1.78,1.12,0.09,0.19,3.18
430,Super Mario Maker,Platform,1.18,0.87,0.93,0.2,3.18
431,Fallout: New Vegas,Role-Playing,1.52,1.08,0.1,0.47,3.17
432,LEGO Batman: The Videogame,Action,1.86,1.02,0,0.29,3.17
433,Rhythm Heaven,Misc,0.58,0.51,1.93,0.14,3.17
434,Ace Combat 04: Shattered Skies,Simulation,2.06,0.56,0.38,0.17,3.17
435,Club Penguin: Elite Penguin Force,Adventure,1.88,0.98,0,0.3,3.16
436,Animal Crossing,Simulation,1.92,0.16,0.99,0.09,3.15
437,LEGO Batman: The Videogame,Action,1.79,1.06,0,0.29,3.15
438,Sonic Rush,Platform,1.22,1.57,0.06,0.29,3.15
439,Resident Evil 6,Shooter,0.88,0.97,0.88,0.42,3.15
440,Halo: The Master Chief Collection,Shooter,1.89,0.99,0.03,0.24,3.15
441,FIFA Soccer 08,Sports,0.68,0,0,2.46,3.14
442,Spider-Man,Action,1.7,1.25,0.02,0.16,3.13
443,Need for Speed III: Hot Pursuit,Racing,2.14,0.86,0,0.13,3.12
444,Star Wars Episode I Racer,Racing,2.31,0.62,0.14,0.04,3.12
445,Personal Trainer: Cooking,Misc,0.91,1,1.03,0.17,3.12
446,The Elder Scrolls IV: Oblivion,Role-Playing,1.69,0.87,0.14,0.42,3.12
447,Dragon Warrior IV,Role-Playing,0.08,0,3.03,0.01,3.12
448,Heavy Rain,Adventure,1.29,1.27,0.06,0.5,3.12
449,Mass Effect 2,Role-Playing,1.99,0.82,0.03,0.27,3.11
450,FIFA 15,Sports,0.78,2.02,0,0.3,3.11
451,Dragon Ball Z: Budokai,Fighting,2.17,0.28,0.55,0.08,3.09
452,Madden NFL 2002,Sports,2.5,0.16,0.01,0.42,3.08
453,World Class Track Meet,Sports,1.92,0.45,0.64,0.07,3.08
454,Borderlands 2,Shooter,1.89,0.91,0.04,0.24,3.07
455,The Legend of Zelda: A Link Between Worlds,Action,1.4,0.99,0.46,0.22,3.07
456,Donkey Kong,Platform,1.57,0.62,0.55,0.34,3.07
457,The Sims: Vacation,Simulation,1.72,1.21,0,0.14,3.07
458,Mass Effect 3,Role-Playing,1.94,0.86,0.03,0.24,3.07
459,Kung Fu Panda,Action,1.91,0.84,0,0.29,3.05
460,Far Cry 3,Shooter,1.38,1.35,0.02,0.28,3.04
461,Epic Mickey,Platform,2.06,0.64,0.12,0.22,3.04
462,Saints Row 2,Action,1.94,0.8,0.02,0.27,3.03
463,Rayman,Platform,1.54,1.33,0,0.16,3.03
464,Killzone 2,Shooter,1.4,1.07,0.08,0.47,3.02
465,Tom Clancy's Splinter Cell,Action,1.85,1.04,0,0.13,3.02
466,Mike Tyson's Punch-Out!!,Fighting,2.03,0.47,0.45,0.07,3.02
467,WWE SmackDown! Shut Your Mouth,Sports,1.45,1.13,0.07,0.38,3.02
468,Gears of War: Ultimate Edition,Shooter,2.38,0.32,0,0.31,3
469,NBA 2K13,Sports,2.6,0.21,0.01,0.19,3
470,Dragon Ball Z: Budokai Tenkaichi 3,Fighting,1.15,0,0.76,1.09,3
471,wwe Smackdown vs. Raw 2006,Fighting,1.57,1.02,0,0.41,3
472,Middle-Earth: Shadow of Mordor,Action,1.01,1.41,0.05,0.53,2.99
473,Star Fox,Shooter,1.61,0.51,0.8,0.07,2.99
474,The Sims: Livin Large,Misc,1.67,1.18,0,0.13,2.99
475,World Soccer Winning Eleven 6 International,Sports,0.12,1.26,1.16,0.45,2.99
476,Devil May Cry,Action,1.36,0.86,0.64,0.13,2.99
477,Animal Crossing: Happy Home Designer,Simulation,0.47,1,1.39,0.12,2.98
478,Battlefield: Bad Company 2,Shooter,1.33,1.12,0.08,0.45,2.97
479,The Sims 4,Simulation,0.96,1.72,0,0.29,2.97
480,Star Wars: The Old Republic,Role-Playing,1.58,1.01,0,0.38,2.97
481,Sonic Heroes,Platform,1.04,1.37,0.06,0.49,2.96
482,Kirby Super Star Ultra,Platform,1.57,0.04,1.19,0.15,2.96
483,Hitman 2: Silent Assassin,Action,1.36,1.15,0.04,0.41,2.96
484,Street Fighter IV,Fighting,1.82,0.71,0.15,0.26,2.95
485,Wave Race 64,Racing,1.98,0.58,0.34,0.04,2.94
486,SOCOM II: U.S. Navy SEALs,Shooter,2.22,0.51,0.06,0.15,2.94
487,WWE SmackDown! vs. RAW 2006,Fighting,1.45,1.11,0.04,0.33,2.94
488,inFAMOUS,Action,1.76,0.69,0.12,0.37,2.94
489,Pac-Man Collection,Puzzle,2.07,0.77,0.05,0.05,2.94
490,Mass Effect,Role-Playing,1.83,0.8,0.03,0.27,2.93
491,WarioWare: Smooth Moves,Puzzle,0.87,1.06,0.73,0.26,2.92
492,Cooking Mama: Cook Off,Simulation,1.43,1.13,0.05,0.3,2.91
493,Super Mario World 2: Yoshi's Island,Platform,1.75,0.45,0.62,0.09,2.91
494,FIFA 14,Sports,0.61,1.85,0.11,0.33,2.9
495,Titanfall,Shooter,1.84,0.8,0.04,0.22,2.9
496,Sonic Mega Collection Plus,Misc,1.54,1.14,0,0.22,2.9
497,Sega Superstars Tennis,Sports,1.75,0.86,0,0.28,2.9
498,World Soccer Winning Eleven 7 International,Sports,0.08,1.24,1.13,0.45,2.9
499,Need for Speed: Most Wanted,Racing,0.71,1.51,0.06,0.61,2.89
500,Hot Shots Golf 3,Sports,0.99,0.32,1.38,0.2,2.89
501,Call of Duty: Finest Hour,Shooter,1.51,1.12,0.01,0.24,2.89
502,Zumba Fitness 2,Sports,1.54,1.07,0,0.28,2.88
503,Syphon Filter,Shooter,2.03,0.72,0.02,0.11,2.88
504,Imagine: Babyz,Simulation,1.3,1.27,0,0.31,2.88
505,Colin McRae Rally,Racing,0.09,2.43,0.12,0.22,2.87
506,Call of Duty: Ghosts,Shooter,1.87,0.77,0,0.22,2.86
507,Madden NFL 13,Sports,2.53,0.16,0,0.17,2.86
508,The Elder Scrolls III: Morrowind,Role-Playing,2.09,0.63,0.03,0.11,2.86
509,Mortal Kombat,Fighting,1.98,0.55,0,0.32,2.85
510,F-Zero,Racing,1.37,0.51,0.89,0.07,2.85
511,Yoshi's Story,Platform,1.29,0.53,0.98,0.05,2.85
512,Command & Conquer: Red Alert,Strategy,1.37,1.34,0,0.14,2.85
513,Skylanders: Spyro's Adventure,Action,1.4,1.14,0,0.31,2.85
514,FIFA 16,Sports,0.4,1.98,0.05,0.42,2.85
515,Assassin's Creed: Brotherhood,Action,1.87,0.57,0.11,0.3,2.84
516,BioShock,Shooter,1.65,0.86,0.05,0.28,2.83
517,Madden NFL 10,Sports,2.52,0.09,0,0.22,2.83
518,Medal of Honor,Shooter,1.28,1.05,0.07,0.43,2.83
519,WWE SmackDown! vs. Raw,Fighting,1.32,1.08,0.04,0.39,2.83
520,Metroid Prime,Shooter,1.96,0.67,0.1,0.09,2.82
521,Finding Nemo,Action,1.59,1.05,0.04,0.14,2.82
522,Myst,Adventure,0.02,2.79,0,0,2.81
523,Need for Speed: Hot Pursuit,Racing,1.05,1.25,0.03,0.48,2.81
524,Imagine: Fashion Designer,Simulation,1.32,1.19,0,0.3,2.81
525,WWE SmackDown! Here Comes the Pain,Fighting,1.32,1.06,0.04,0.38,2.8
526,Star Wars: The Force Unleashed,Action,1.74,0.8,0,0.26,2.8
527,Yoshi's Island DS,Platform,1.47,0.07,1.1,0.15,2.8
528,Hot Shots Golf,Sports,0.29,0.2,2.13,0.18,2.79
529,Killzone 3,Shooter,1.45,0.88,0.09,0.38,2.79
530,A Bug's Life,Platform,1.96,0.72,0,0.11,2.79
531,WWF SmackDown! Just Bring It,Fighting,1.19,1.15,0.04,0.41,2.79
532,Dragon Quest V: Tenkuu no Hanayome,Role-Playing,0,0,2.78,0.01,2.79
533,Mortal Kombat Trilogy,Fighting,1.98,0.7,0,0.11,2.79
534,Battlefield 3,Shooter,0.89,1.43,0,0.48,2.79
535,NBA Street,Sports,2.19,0.22,0,0.38,2.79
536,Professor Layton and the Last Specter,Puzzle,0.3,1.47,0.68,0.34,2.79
537,Monster Hunter Tri,Role-Playing,0.46,0.29,1.96,0.07,2.79
538,Jak II,Platform,1.68,0.74,0,0.36,2.78
539,inFAMOUS: Second Son,Action,1.27,0.97,0.07,0.47,2.78
540,Ratchet & Clank: Going Commando,Platform,1.44,0.83,0.26,0.25,2.78
541,Tekken 6,Fighting,1.2,0.98,0.17,0.43,2.78
542,The Sims,Simulation,1.41,1.12,0,0.24,2.77
543,Sonic and the Secret Rings,Platform,1.24,1.2,0.04,0.3,2.77
544,Saints Row: The Third,Action,1.25,1.15,0.07,0.3,2.77
545,Missile Command,Shooter,2.56,0.17,0,0.03,2.76
546,Mario Paint,Misc,1.43,0.54,0.71,0.07,2.75
547,Assassin's Creed IV: Black Flag,Action,1.07,1.31,0.06,0.31,2.74
548,Pokémon Stadium 2,Strategy,1.02,0.36,1.13,0.23,2.73
549,Metroid,Action,1.33,0.31,1.04,0.05,2.73
550,L.A. Noire,Adventure,1.52,0.94,0.02,0.24,2.72
551,Call of Duty 3,Shooter,1.49,0.93,0.02,0.27,2.71
552,The Legend of Zelda: A Link to the Past,Action,1.75,0.52,0.33,0.1,2.7
553,Onimusha: Warlords,Action,0.99,0.48,1.09,0.14,2.7
554,Mortal Kombat X,Fighting,1.47,0.76,0,0.47,2.7
555,Mario Party,Misc,1.25,0.53,0.87,0.05,2.7
556,Madden NFL 12,Sports,2.42,0.11,0,0.16,2.69
557,LEGO Star Wars II: The Original Trilogy,Action,1.85,0.64,0.01,0.19,2.69
558,Madden NFL 11,Sports,2.38,0.12,0,0.18,2.69
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,Puzzle,1.63,0.52,0.35,0.18,2.69
560,Skate 3,Sports,1.46,0.98,0,0.24,2.68
561,Burnout 3: Takedown,Racing,1.23,1.11,0,0.34,2.68
562,Yokai Watch 2 Shinuchi,Role-Playing,0,0,2.68,0,2.68
563,Need for Speed: Shift,Racing,0.69,1.41,0.04,0.53,2.68
564,Final Fantasy XIII-2,Role-Playing,0.78,0.75,0.89,0.26,2.68
565,Mortal Kombat,Fighting,1.95,0.63,0,0.09,2.67
566,Call Of Duty 2: Big Red One,Shooter,1.48,0.92,0.01,0.26,2.67
567,Guitar Hero: World Tour,Misc,1.78,0.64,0,0.25,2.67
568,Medal of Honor,Shooter,1.44,1.09,0,0.14,2.67
569,Fable,Role-Playing,1.99,0.58,0,0.09,2.66
570,Hannah Montana,Action,1.59,0.8,0,0.26,2.65
571,Tom Clancy's Splinter Cell,Action,1.15,1.11,0,0.4,2.65
572,Skylanders Giants,Action,1.56,0.88,0,0.22,2.65
573,Medal of Honor Heroes,Shooter,0.86,1.11,0.01,0.66,2.65
574,Super Mario Bros.: The Lost Levels,Platform,0,0,2.65,0,2.65
575,Star Wars: Shadows of the Empire,Action,2,0.5,0.12,0.03,2.65
576,LEGO Star Wars: The Complete Saga,Action,1.53,0.87,0,0.24,2.64
577,Midnight Club: Street Racing,Racing,2,0.47,0.02,0.14,2.63
578,Pac-Man: Adventures in Time,Fighting,0.76,1.1,0.12,0.65,2.63
579,Halo Wars,Strategy,1.53,0.82,0.04,0.24,2.63
580,God of War Collection,Action,1.7,0.46,0.06,0.41,2.63
581,ESPN NFL 2K5,Sports,2.15,0.12,0,0.36,2.62
582,Mario Strikers Charged,Sports,1.07,1.06,0.24,0.25,2.62
583,Medal of Honor,Shooter,1.55,0.81,0.04,0.21,2.62
584,FIFA Soccer 10,Sports,0.59,1.79,0.01,0.23,2.62
585,NBA 2K12,Sports,2.31,0.14,0.01,0.16,2.62
586,Style Savvy,Simulation,0.63,0.84,0.96,0.19,2.61
587,Harry Potter and the Chamber of Secrets,Action,0.9,1.22,0.04,0.44,2.61
588,Super Mario All-Stars: Limited Edition,Platform,1.02,0.52,0.92,0.14,2.6
589,Streets of Rage,Action,1.86,0.55,0.11,0.08,2.6
590,FIFA Soccer 09,Sports,0.48,1.63,0.04,0.43,2.59
591,Ratchet & Clank Future: Tools of Destruction,Platform,0.93,1.12,0.08,0.45,2.59
592,NBA Live 2005,Sports,2.03,0.21,0,0.35,2.59
593,LittleBigPlanet,Platform,0.64,1.24,0.01,0.69,2.58
594,Killzone: Shadow Fall,Shooter,0.89,1.33,0.07,0.28,2.58
595,Ghostbusters: The Video Game (DS Version),Action,1.04,1.24,0.03,0.27,2.58
596,Monster Hunter Freedom 2,Role-Playing,0.37,0.27,1.75,0.18,2.58
597,WWE SmackDown vs. RAW 2007,Fighting,1.4,0.88,0.03,0.26,2.58
598,Ratchet & Clank: Up Your Arsenal,Platform,1.31,0.74,0.31,0.22,2.57
599,Art Academy,Misc,0.28,1.68,0.33,0.28,2.57
600,Dragon Age: Origins,Role-Playing,1.76,0.56,0.03,0.22,2.57
601,Madden NFL 08,Sports,2.14,0.08,0,0.35,2.57
602,Sonic Adventure 2 Battle,Platform,1.7,0.59,0.21,0.07,2.56
603,Dragon Warrior II,Role-Playing,0.15,0,2.41,0,2.56
604,Madden NFL 13,Sports,2.11,0.23,0,0.22,2.56
605,Pokémon Colosseum,Role-Playing,1.21,0.57,0.7,0.07,2.54
606,Deca Sports,Sports,1.13,0.87,0.29,0.25,2.54
607,Madden NFL 09,Sports,2.21,0.12,0,0.2,2.54
608,Space Invaders,Shooter,2.36,0.14,0,0.03,2.53
609,Crazy Taxi,Racing,1.13,1.12,0.06,0.22,2.52
610,Perfect Dark,Action,1.55,0.75,0.16,0.06,2.52
611,Game Party,Misc,1.5,0.78,0,0.24,2.52
612,Dragon Warrior,Role-Playing,0.49,0,0.52,1.51,2.52
613,Tomb Raider (2013),Action,0.6,1.31,0.08,0.52,2.51
614,Marvel: Ultimate Alliance,Role-Playing,2.29,0.02,0,0.19,2.5
615,PES 2009: Pro Evolution Soccer,Sports,0.13,0.07,0.26,2.05,2.5
616,Mario Party 2,Misc,1.28,0.14,1.08,0.01,2.5
617,Saints Row: The Third,Action,0.86,1.06,0.18,0.39,2.49
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,1.84,0.56,0,0.09,2.49
619,LEGO Harry Potter: Years 1-4,Action,1.29,0.97,0,0.23,2.49
620,Mortal Kombat: Deadly Alliance,Fighting,1.81,0.52,0,0.15,2.49
621,Resistance 2,Shooter,1.15,0.85,0.1,0.39,2.48
622,Pure,Racing,1.38,0.85,0,0.25,2.48
623,Tomb Raider: The Last Revelation,Action,1.15,1.14,0.06,0.13,2.48
624,NBA 2K13,Sports,1.72,0.44,0.05,0.27,2.48
625,Rock Band,Misc,1.93,0.34,0,0.21,2.48
626,NBA 2K14,Sports,2.1,0.2,0,0.17,2.47
627,Mario Party 4,Misc,1.13,0.36,0.92,0.07,2.47
628,uDraw Studio,Misc,1.67,0.58,0,0.2,2.46
629,Midnight Club: Los Angeles,Racing,1.55,0.54,0.05,0.31,2.45
630,Final Fantasy V,Role-Playing,0,0,2.43,0.02,2.45
631,Final Fantasy Tactics,Role-Playing,0.93,0.12,1.34,0.06,2.45
632,Twisted Metal 2,Racing,2.12,0.25,0,0.07,2.44
633,Halo: Combat Evolved Anniversary,Shooter,1.44,0.73,0.04,0.22,2.44
634,Need for Speed Carbon: Own the City,Racing,0.87,0.98,0,0.59,2.44
635,The Sims: Bustin' Out,Simulation,1.07,1.19,0,0.18,2.43
636,Riven: The Sequel to Myst,Adventure,1.52,0.82,0,0.1,2.43
637,Tom Clancy's Rainbow Six: Vegas 2,Shooter,1.56,0.61,0.02,0.23,2.42
638,Sonic Adventure,Platform,1.26,0.61,0.46,0.08,2.42
639,Ice Hockey,Sports,1.27,0.32,0.78,0.05,2.42
640,pro evolution soccer 2011,Sports,0.29,1.18,0.54,0.41,2.42
641,Dragon Ball Z: Budokai 2,Fighting,1.63,0.22,0.51,0.06,2.41
642,ATV Offroad Fury,Racing,2.07,0.26,0,0.08,2.41
643,Dino Crisis,Action,0.81,0.76,0.7,0.14,2.41
644,Minecraft,Misc,1.43,0.76,0,0.22,2.41
645,Need for Speed: ProStreet,Racing,0.69,0,0.04,1.68,2.41
646,Madden NFL 16,Sports,2.07,0.08,0,0.26,2.4
647,Tetris Plus,Puzzle,2.1,0.24,0,0.07,2.4
648,Pro Wrestling,Fighting,0.77,0.18,1.42,0.03,2.4
649,Theme Hospital,Strategy,2.3,0.1,0,0,2.4
650,Frogger's Adventures: Temple of the Frog,Adventure,2.15,0.18,0,0.07,2.39
651,Need for Speed (2015),Racing,0.49,1.49,0.05,0.36,2.39
652,Zumba Fitness,Sports,1.74,0.48,0,0.18,2.39
653,LEGO Indiana Jones: The Original Adventures,Action,1.54,0.63,0,0.22,2.39
655,Monopoly,Misc,1.49,0.81,0,0.1,2.39
656,Batman: Arkham Origins,Action,1.07,0.87,0.04,0.4,2.39
657,Dead Island,Action,1.48,0.71,0,0.2,2.39
658,Guitar Hero,Misc,1.67,0.61,0.03,0.07,2.38
659,LEGO Star Wars: The Complete Saga,Action,1.02,0.97,0,0.39,2.38
660,Kinect: Disneyland Adventures,Misc,1.73,0.46,0.02,0.18,2.38
661,WCW/nWo Revenge,Fighting,1.94,0.39,0.03,0.02,2.38
662,Bloodborne,Action,1,0.76,0.26,0.36,2.38
663,NBA 2K15,Sports,1.46,0.54,0.01,0.37,2.38
664,Madden NFL 11,Sports,2.04,0.15,0,0.19,2.38
665,Yu-Gi-Oh! The Duelists of the Roses,Misc,1.16,0.91,0,0.3,2.38
666,Madden NFL 08,Sports,2.18,0.01,0,0.18,2.37
667,Half-Life 2,Shooter,2.28,0.02,0.08,0,2.37
668,The Incredibles,Action,0.96,1.08,0.04,0.3,2.37
669,Tony Hawk's Underground 2,Sports,1.25,0.86,0.01,0.26,2.37
670,Madden NFL 10,Sports,2.03,0.13,0,0.21,2.37
671,Kinect Sports: Season Two,Sports,1.38,0.74,0.02,0.22,2.36
672,Kirby's Dream Land 2,Platform,0.69,0.14,1.48,0.05,2.36
673,LEGO Harry Potter: Years 1-4,Action,1.07,1.05,0,0.23,2.35
674,Donkey Kong Land II,Platform,1.39,0.48,0.4,0.08,2.35
675,Dragon Warrior Monsters,Role-Playing,0,0,2.34,0.01,2.35
676,Midnight Club: Los Angeles,Racing,1.68,0.46,0.01,0.2,2.35
677,Skylanders SWAP Force,Platform,1.32,0.83,0,0.2,2.34
678,WWE SmackDown vs Raw 2008,Fighting,0.92,0,0.01,1.41,2.34
679,My Fitness Coach,Sports,1.2,0.9,0,0.24,2.34
680,Resident Evil - Code: Veronica X,Action,1.08,0.7,0.34,0.21,2.34
681,The Sims 3,Simulation,1.27,0.86,0,0.2,2.33
682,The Legend of Zelda: Majora's Mask 3D,Action,1.14,0.54,0.47,0.17,2.32
683,NBA 2K16,Sports,1.93,0.14,0,0.24,2.32
684,Just Dance Kids,Misc,1.57,0.56,0,0.19,2.32
685,Mario Tennis,Sports,0.78,0.4,1.06,0.07,2.32
686,Grand Theft Auto,Action,0.79,1.35,0.04,0.14,2.32
687,James Bond 007: Everything or Nothing,Shooter,0.85,1.06,0.09,0.32,2.31
688,WarioWare Touched!,Puzzle,0.52,0.45,1.21,0.13,2.31
689,Need For Speed: High Stakes,Racing,1.58,0.64,0,0.09,2.31
690,Chrono Trigger,Role-Playing,0.28,0,2.02,0.01,2.31
691,Cool Boarders 3,Sports,1.65,0.46,0.1,0.1,2.31
692,LEGO Marvel Super Heroes,Action,1.24,0.85,0,0.21,2.3
693,Guild Wars 2,Action,0.95,1.06,0,0.29,2.3
694,Pokemon Ranger: Shadows of Almia,Role-Playing,0.95,0.54,0.62,0.18,2.3
695,Dead Island,Action,1.08,0.75,0.15,0.31,2.29
696,Tomb Raider II,Action,0.91,1.25,0,0.13,2.29
697,God of War: Ascension,Action,1.23,0.68,0.04,0.34,2.29
698,Need for Speed Underground 2,Racing,1.38,0.8,0,0.1,2.28
699,Pro Evolution Soccer 2010,Sports,0.3,1.27,0.46,0.26,2.28
700,Just Dance 2015,Misc,1.11,0.98,0,0.2,2.28
701,Yokai Watch Busters,Action,0,0,2.28,0,2.28
702,Mario Bros.,Platform,0.51,0.12,1.63,0.02,2.28
703,FIFA Soccer 09,Sports,0.38,0.07,0.01,1.82,2.28
704,Star Wars: The Force Unleashed,Action,1.01,0.9,0,0.37,2.28
705,Borderlands 2,Shooter,1.05,0.77,0.1,0.36,2.28
706,TOCA Touring Car Championship,Racing,0.07,2,0.02,0.18,2.28
707,Paper Mario: Sticker Star,Role-Playing,1.12,0.39,0.64,0.12,2.27
708,Sonic's Ultimate Genesis Collection,Misc,1.34,0.62,0,0.31,2.27
709,Super Monkey Ball: Banana Blitz,Misc,1.07,0.92,0.04,0.24,2.27
710,Kirby: Nightmare in Dream Land,Platform,1.22,0.1,0.91,0.04,2.27
711,Wario Land 4,Platform,0.9,0.73,0.54,0.09,2.26
712,Guitar Hero III: Legends of Rock,Misc,1.4,0.54,0.02,0.3,2.26
713,Call of Duty 3,Shooter,1.19,0.84,0,0.23,2.26
714,Resident Evil 4,Action,1.34,0.57,0.14,0.21,2.26
715,Minecraft,Misc,0.28,0.79,0.87,0.32,2.25
716,Onimusha 2: Samurai's Destiny,Adventure,0.62,0.44,1.06,0.13,2.25
717,Cool Boarders 2,Sports,1.52,0.46,0.2,0.08,2.25
718,Paper Mario: The Thousand-Year Door,Role-Playing,1.48,0.25,0.46,0.06,2.25
719,Madden NFL 12,Sports,1.93,0.15,0,0.17,2.25
720,Monster Hunter Tri,Role-Playing,0.67,0.41,1.05,0.11,2.25
721,Dissidia: Final Fantasy,Fighting,0.51,0.51,0.91,0.32,2.25
722,Sonic Advance,Platform,1.19,0.71,0.22,0.13,2.24
723,Spyro: Season of Ice,Platform,1.29,0.83,0,0.11,2.23
724,Teenage Mutant Ninja Turtles II: The Arcade Game,Action,1.74,0.25,0.21,0.03,2.23
725,LEGO Indiana Jones: The Original Adventures,Action,1.42,0.61,0,0.21,2.23
726,Dance Dance Revolution X2,Simulation,1.09,0.85,0,0.28,2.23
727,New Super Luigi U,Platform,1.27,0.62,0.18,0.16,2.22
728,Prince of Persia: The Sands of Time,Action,0.88,1.03,0,0.31,2.22
729,Scribblenauts,Puzzle,1.71,0.32,0.02,0.18,2.22
