Rank,Name,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9144,Kidou Senshi Gundam: Shin Gihren no Yabou,Strategy,0,0,0.14,0,0.14
9145,How to Train Your Dragon,Action,0.11,0.02,0,0.01,0.14
9146,Your Shape: Fitness Evolved 2013,Action,0.06,0.07,0,0.01,0.14
9147,My Fitness Coach: Club,Sports,0,0.1,0,0.04,0.14
9148,NBA ShootOut 2002,Sports,0.08,0.05,0,0.01,0.14
9149,SingStar Vol. 3,Misc,0,0.11,0,0.03,0.14
9150,The Granstream Saga,Role-Playing,0.08,0.05,0,0.01,0.14
9151,Scene It? Bright Lights! Big Screen!,Misc,0.13,0,0,0.01,0.14
9152,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",Role-Playing,0,0,0.13,0,0.14
9153,WCW Backstage Assault,Action,0.11,0.03,0,0,0.14
9154,Micro Machines 64 Turbo,Racing,0.11,0.03,0,0,0.14
9155,Bassmasters 2000,Sports,0.11,0.03,0,0,0.14
9156,Baldur's Gate: Dark Alliance,Role-Playing,0.11,0.03,0,0,0.14
9157,Bio FREAKS,Action,0.11,0.03,0,0,0.14
9158,Eternal Eyes,Role-Playing,0.08,0.05,0,0.01,0.14
9159,Injustice: Gods Among Us,Fighting,0.11,0.01,0,0.02,0.14
9160,Fate/Unlimited Codes,Fighting,0,0,0.14,0,0.14
9161,Atari's Greatest Hits: Volume 1,Misc,0.13,0,0,0.01,0.14
9162,The Operative: No One Lives Forever,Shooter,0.07,0.05,0,0.02,0.14
9163,International Cricket 2010,Sports,0,0.12,0,0.02,0.14
9164,Epidemic,Shooter,0.02,0.01,0.1,0.01,0.14
9165,Monster House,Adventure,0.11,0.03,0,0,0.14
9166,Dead or Alive 2,Fighting,0,0,0.14,0,0.14
9167,Buck Fever,Sports,0.13,0,0,0.01,0.14
9168,NCAA Basketball Final Four 97,Sports,0.08,0.05,0,0.01,0.14
9169,Ecco the Dolphin: Defender of the Future,Adventure,0.07,0.05,0,0.02,0.14
9170,Heroes over Europe,Simulation,0.1,0.03,0,0.01,0.14
9171,The Bombing Islands,Platform,0.08,0.05,0,0.01,0.14
9172,Earth Defense Force 2: Invaders from Planet Space,Action,0,0,0.14,0,0.14
9173,Bejeweled 3,Puzzle,0.13,0,0,0.01,0.14
9174,Monster Jam,Racing,0.13,0,0,0.01,0.14
9175,Robots,Action,0.12,0.01,0,0.01,0.14
9176,Gyakuten Saiban 2,Action,0,0,0.14,0,0.14
9177,Godzilla: Save the Earth,Fighting,0.1,0.03,0,0,0.14
9178,Skylanders Giants,Action,0.12,0.01,0,0.01,0.14
9179,Eragon,Action,0.12,0.01,0,0.01,0.14
9180,Micro Machines,Racing,0.07,0.05,0,0.02,0.14
9181,Detective Barbie: The Mystery Cruise,Adventure,0.08,0.05,0,0.01,0.14
9182,Jim Henson's the Muppets: On With the Show!,Action,0.1,0.04,0,0,0.14
9183,Desire,Adventure,0,0,0.14,0,0.14
9184,Valhalla Knights: Eldar Saga,Role-Playing,0.1,0.01,0.01,0.01,0.14
9185,Lips: I Love The 80s,Misc,0,0.12,0,0.02,0.14
9186,Monster Hunter Diary: Poka Poka Airou Village DX,Action,0,0,0.14,0,0.14
9187,Frank Thomas Big Hurt Baseball,Sports,0.08,0.05,0,0.01,0.14
9188,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,Platform,0.1,0.04,0,0,0.14
9189,Power Pro Kun Pocket 8,Sports,0,0,0.14,0,0.14
9190,Sid Meier's Pirates!,Strategy,0.11,0.03,0,0.01,0.14
9191,Enclave,Adventure,0.11,0.03,0,0.01,0.14
9192,Bottom of the 9th,Sports,0.08,0.05,0,0.01,0.14
9193,Pro Yaky? Spirits 2014,Sports,0,0,0.14,0,0.14
9194,Dino Crisis 3,Action,0.08,0.03,0.03,0,0.14
9195,Syberia,Action,0.1,0.02,0,0.01,0.14
9196,Zoobles! Spring to Life!,Misc,0.1,0.02,0,0.01,0.14
9197,NFL Blitz 20-03,Sports,0.11,0.03,0,0,0.14
9198,The King of Fighters '94 (CD),Fighting,0,0,0.14,0,0.14
9199,The Walking Dead: Season Two,Adventure,0.08,0.05,0,0.01,0.14
9200,Master Jin Jin's IQ Challenge,Misc,0.13,0,0,0.01,0.14
9201,The Darkness II,Shooter,0.1,0.03,0,0.01,0.14
9202,Create,Action,0.1,0.03,0,0.01,0.14
9203,Karaoke Revolution Glee: Volume 3,Misc,0.13,0,0,0.01,0.14
9204,Barbie Explorer,Platform,0.08,0.05,0,0.01,0.14
9205,Rango: The Video Game,Action,0.08,0.04,0,0.01,0.14
9206,Disney's Chicken Little,Platform,0.1,0.03,0,0,0.14
9207,Power Gig: Rise of the SixString,Misc,0.13,0,0,0.01,0.14
9208,Transformers: Prime,Action,0.09,0.03,0,0.01,0.14
9209,Agile Warrior F-111X,Simulation,0.08,0.05,0,0.01,0.14
9210,NCIS,Adventure,0.1,0.03,0,0.01,0.14
9211,Jikkyou Powerful Pro Yakyuu Wii,Sports,0,0,0.14,0,0.14
9212,Reality Fighters,Fighting,0.06,0.06,0,0.03,0.14
9213,Dynasty Warriors 7: Empires,Action,0,0,0.14,0,0.14
9214,Cabela's African Safari,Sports,0.13,0,0,0.01,0.14
9215,Ben 10 Galactic Racing,Racing,0.1,0.03,0,0.01,0.14
9216,College Hoops 2K8,Sports,0.13,0,0,0.01,0.14
9217,Super Puzzle Fighter II Turbo,Puzzle,0.08,0.05,0,0.01,0.14
9218,Ninjatown,Strategy,0.12,0,0,0.01,0.14
9219,Star Wars: Jedi Power Battles,Action,0.1,0.04,0,0,0.14
9220,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,Fighting,0.04,0.01,0.08,0,0.14
9221,Hard Rock Casino,Misc,0.12,0,0,0.01,0.14
9222,Space Venus starring Morning Musume,Misc,0,0,0.14,0,0.14
9223,To Heart,Adventure,0,0,0.13,0.01,0.14
9224,Wild ARMs XF,Role-Playing,0.07,0,0.06,0.01,0.14
9225,Doukyuusei,Adventure,0,0,0.14,0,0.14
9226,RockMan & Forte,Platform,0,0,0.14,0,0.14
9227,Persona 4: Arena Ultimax,Fighting,0,0.01,0.13,0,0.14
9228,NBA 2K13,Sports,0.08,0.04,0,0.01,0.14
9229,Science Papa,Misc,0.12,0.01,0,0.01,0.14
9230,Yu-Gi-Oh! Nightmare Troubadour (JP sales),Action,0,0.04,0.1,0,0.14
9231,MySims Collection,Misc,0.13,0,0,0.01,0.14
9232,Cities: Skylines,Simulation,0,0.13,0,0.01,0.14
9233,Football Manager 2012,Sports,0,0.1,0,0.04,0.14
9234,Ape Escape Academy (jp sales),Misc,0,0,0.13,0,0.14
9235,FIFA 06 Soccer,Sports,0.11,0.03,0,0,0.14
9236,Rayman Arena,Racing,0.11,0.03,0,0,0.14
9237,PaRappa The Rapper,Misc,0.1,0,0.02,0.01,0.14
9238,4x4 EVO 2,Racing,0.11,0.03,0,0,0.14
9239,X-Blades,Action,0.07,0.03,0.02,0.02,0.14
9240,Pro Yakyuu Netsu Star 2006,Sports,0,0,0.14,0,0.14
9241,The History Channel: Civil War - A Nation Divided,Shooter,0.13,0,0,0.01,0.14
9242,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,Role-Playing,0.07,0,0.06,0.01,0.14
9243,Cyber Sled,Action,0,0,0.13,0.01,0.14
9244,Puyo Puyo!! 20th Anniversary,Puzzle,0,0,0.14,0,0.14
9245,Famista Returns,Sports,0,0,0.14,0,0.14
9246,Bust-A-Move Deluxe,Puzzle,0.13,0,0,0.01,0.14
9247,I Spy: Universe,Puzzle,0.13,0,0,0.01,0.14
9248,Shining Soul,Role-Playing,0.03,0.01,0.09,0,0.14
9249,Littlest Pet Shop: Spring,Simulation,0.12,0,0,0.01,0.14
9250,The Amazing Race,Misc,0.13,0,0,0.01,0.14
9251,Alvin and the Chipmunks,Misc,0.12,0,0,0.01,0.14
9252,Far Cry: Primal,Action,0.04,0.09,0,0.01,0.14
9253,Bejeweled 3,Puzzle,0.13,0,0,0.01,0.14
9254,Need for Speed Underground 2,Racing,0.11,0.02,0,0.01,0.14
9255,Dead Rising 2,Action,0.1,0.02,0,0.01,0.14
9256,Let's Cheer,Misc,0.12,0,0,0.01,0.14
9257,Happy Feet,Action,0.12,0,0,0.01,0.14
9258,In the Hunt,Shooter,0.03,0.02,0.07,0.01,0.14
9259,Daytona USA Championship Circuit Edition,Racing,0,0,0.14,0,0.14
9260,Major League Baseball 2K8,Sports,0.13,0,0,0.01,0.14
9261,Marvel vs. Capcom 2: New Age of Heroes,Fighting,0.09,0.03,0.01,0,0.14
9262,SNK vs. Capcom: The Match of the Millennium,Fighting,0,0.02,0,0.12,0.14
9263,BlazBlue: Chrono Phantasma Extend,Action,0.07,0.03,0.02,0.02,0.14
9264,Alone in the Dark: Inferno,Adventure,0.09,0.03,0,0.02,0.14
9265,Rogue Warrior,Shooter,0.11,0.02,0,0.01,0.14
9266,Singstar: Ultimate Party,Misc,0,0.12,0,0.02,0.14
9267,The X-Factor,Misc,0,0.1,0,0.03,0.14
9268,Fear Factor: Unleashed,Action,0.1,0.04,0,0,0.14
9269,Avatar: The Last Airbender - The Burning Earth,Action,0.11,0.01,0,0.01,0.14
9270,Vampire Moon: The Mystery of the Hidden Sun,Adventure,0.12,0.01,0,0.01,0.14
9271,Paws & Claws: Pet Vet 2,Simulation,0.13,0,0,0.01,0.14
9272,G.I. Joe: The Rise of Cobra,Action,0.11,0.01,0,0.01,0.14
9273,Football Manager 2014,Sports,0,0.1,0,0.04,0.14
9274,BIT.TRIP SAGA,Misc,0.09,0.04,0,0.01,0.14
9275,Touch My Katamari,Puzzle,0.08,0.04,0,0.02,0.14
9276,MotoGP '06,Racing,0.11,0.01,0,0.01,0.14
9277,Houshinengi,Strategy,0,0,0.13,0.01,0.14
9278,7th Dragon,Role-Playing,0,0,0.14,0,0.14
9279,Pet Pals: Animal Doctor,Simulation,0.13,0,0,0.01,0.14
9280,LEGO Island Xtreme Stunts,Racing,0.1,0.04,0,0,0.14
9281,Cruise Ship Vacation Games,Puzzle,0.13,0,0,0.01,0.14
9282,Yu-Gi-Oh! GX: Tag Force,Strategy,0.09,0.03,0,0.02,0.14
9283,Gourmet Chef: Cook Your Way to Fame,Misc,0.13,0,0,0.01,0.14
9284,Learn Math,Puzzle,0.13,0,0,0.01,0.14
9285,Nitrobike,Racing,0.11,0.01,0,0.01,0.14
9286,Magnetica,Puzzle,0.08,0.01,0.03,0.01,0.14
9287,World Soccer Winning Eleven 9 Bonus Pack,Sports,0,0,0.14,0,0.14
9288,UEFA Euro 2004: Portugal,Sports,0.07,0.05,0,0.02,0.14
9289,Hot Wheels: World Race,Racing,0.1,0.04,0,0,0.14
9290,MLB 14: The Show,Sports,0.11,0,0,0.02,0.14
9291,Dragon Age Origins: Awakening,Role-Playing,0.01,0.1,0,0.02,0.14
9292,Scene It? Bright Lights! Big Screen!,Misc,0.12,0,0,0.01,0.14
9293,NBA Jam,Sports,0.1,0.03,0,0,0.14
9294,Shining Resonance,Role-Playing,0,0,0.14,0,0.14
9295,World Tour Soccer 2002,Sports,0.07,0.05,0,0.02,0.14
9296,Interactive Sampler Disc 6,Misc,0.08,0.05,0,0.01,0.14
9297,Let's Play Ballerina,Sports,0.13,0,0,0.01,0.14
9298,Wild Earth: African Safari,Simulation,0.11,0.02,0,0.01,0.14
9299,Apex,Racing,0.1,0.03,0,0,0.14
9300,Kamen Rider Battle: Ganbaride,Strategy,0,0,0.14,0,0.14
9301,Tomb Raider: The Prophecy,Action,0.1,0.04,0,0,0.14
9302,Vampire Night,Shooter,0.07,0.05,0,0.02,0.14
9303,Kororinpa: Marble Mania,Puzzle,0.08,0.02,0.03,0.01,0.14
9304,Open Season,Platform,0.12,0,0,0.01,0.14
9305,Guilty Gear,Fighting,0.03,0.02,0.07,0.01,0.14
9306,Battlefield: Hardline,Shooter,0,0.13,0,0.01,0.14
9307,Game Party: Champions,Action,0.09,0.03,0,0.01,0.14
9308,Divinity II: The Dragon Knight Saga,Role-Playing,0.11,0.02,0,0.01,0.14
9309,World Championship Poker 2: Featuring Howard Lederer,Misc,0.12,0,0,0.01,0.14
9310,Mary-Kate and Ashley: Crush Course,Action,0.08,0.05,0,0.01,0.14
9311,NHL Breakaway 98,Sports,0.08,0.05,0,0.01,0.14
9312,Disney's Cinderella: Magical Dreams,Platform,0.1,0.04,0,0,0.14
9313,Top Shot Arcade,Shooter,0.13,0,0,0.01,0.14
9314,Imagine: Fashion Stylist,Simulation,0.13,0,0,0.01,0.14
9315,Pro Evolution Soccer 2015,Sports,0.02,0.1,0,0.01,0.14
9316,Red Orchestra 2: Heroes of Stalingrad,Shooter,0.04,0.07,0,0.02,0.14
9317,Tiger Woods PGA Tour 2005,Sports,0.1,0.03,0,0,0.14
9318,Deepak Chopra's Leela,Misc,0.11,0.01,0,0.01,0.14
9319,Tom Clancy's Ghost Recon,Shooter,0.11,0.01,0,0.01,0.14
9320,007: Quantum of Solace,Action,0.11,0.01,0,0.01,0.14
9321,Salt Lake 2002,Sports,0.07,0.05,0,0.02,0.14
9322,ESPN MLB Baseball,Sports,0.1,0.03,0,0,0.14
9323,NCIS,Adventure,0.08,0.04,0,0.01,0.14
9324,Little League World Series Baseball 2009,Sports,0.13,0,0,0.01,0.14
9325,Gladius,Strategy,0.1,0.03,0,0,0.14
9326,Legends of Wrestling,Fighting,0.1,0.03,0,0,0.14
9327,Queen's Gate: Spiral Chaos,Role-Playing,0,0,0.14,0,0.14
9328,Nayuta no Kiseki,Action,0,0,0.14,0,0.14
9329,Back At The Barnyard: Slop Bucket Games,Sports,0.12,0,0,0.01,0.14
9330,Quick Yoga Training,Misc,0.13,0,0,0.01,0.14
9331,Fashion Studio: Paris Collection,Misc,0.13,0,0,0.01,0.13
9332,Legendary,Shooter,0.08,0.03,0,0.02,0.13
9333,Spy Hunter 2,Racing,0.1,0.03,0,0,0.13
9334,Peppa Pig: Fun and Games,Misc,0,0.12,0,0.02,0.13
9335,Backyard Soccer,Sports,0.07,0.05,0,0.01,0.13
9336,Final Fantasy XI: Rise of the Zilart,Role-Playing,0,0,0.13,0,0.13
9337,James Bond 007: Nightfire,Shooter,0.1,0.04,0,0,0.13
9338,Nobunaga no Yabou: Tendou,Strategy,0,0,0.13,0,0.13
9339,Medalot 7,Action,0,0,0.13,0,0.13
9340,Bio FREAKS,Action,0.07,0.05,0,0.01,0.13
9341,Castlevania Chronicles,Platform,0.07,0.05,0,0.01,0.13
9342,Suzumiya Haruhi no Tomadoi,Adventure,0,0,0.13,0,0.13
9343,MLB Power Pros 2008,Sports,0.12,0,0.01,0.01,0.13
9344,NHL 2K8,Sports,0.11,0.01,0,0.01,0.13
9345,Dokapon Kingdom,Role-Playing,0.12,0,0,0.01,0.13
9346,Bratz,Platform,0.1,0.04,0,0,0.13
9347,Go Play: Circus Star,Action,0.12,0,0,0.01,0.13
9348,King Arthur,Action,0.07,0.05,0,0.02,0.13
9349,Winter Stars,Sports,0.06,0.07,0,0.01,0.13
9350,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,Misc,0,0,0.13,0,0.13
9351,The Guy Game,Misc,0.07,0.05,0,0.02,0.13
9352,Rurouni Kenshin: Enjou! Kyoto Rinne,Action,0,0,0.13,0,0.13
9353,Blade II,Action,0.1,0.03,0,0,0.13
9354,Suikoden: Tsumugareshi Hyakunen no Toki,Role-Playing,0,0,0.13,0,0.13
9355,Baseball Advance,Sports,0.1,0.04,0,0,0.13
9356,Shonen Jump's One Piece: Grand Battle,Fighting,0.07,0.05,0,0.02,0.13
9357,Retro Atari Classics,Misc,0.12,0,0,0.01,0.13
9358,NHL 2K9,Sports,0.11,0.01,0,0.01,0.13
9359,Pro Yaky? Spirits 6,Sports,0,0,0.13,0,0.13
9360,Freddi Fish: ABC under the sea,Misc,0.13,0,0,0.01,0.13
9361,Puzzle Kingdoms,Puzzle,0.12,0,0,0.01,0.13
9362,Shovel Knight,Platform,0.07,0.04,0.01,0.01,0.13
9363,Hyperdimension Idol Neptunia PP,Misc,0.04,0.03,0.04,0.02,0.13
9364,Paperboy / Rampage,Misc,0.1,0.04,0,0,0.13
9365,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,Role-Playing,0,0,0.13,0,0.13
9366,Ben 10 Galactic Racing,Racing,0.07,0.06,0,0.01,0.13
9367,Sentou Kokka Air Land Battle,Strategy,0,0,0.13,0.01,0.13
9368,NTRA Breeders' Cup World Thoroughbred Championships,Simulation,0.07,0.05,0,0.02,0.13
9369,Tak 2: The Staff of Dreams,Platform,0.1,0.03,0,0,0.13
9370,Hulk Hogan's Main Event,Fighting,0.1,0.02,0,0.01,0.13
9371,Transformers: Devastation,Action,0.09,0.03,0,0.01,0.13
9372,Euro Truck Simulator 2,Action,0,0.12,0,0.02,0.13
9373,DmC: Devil May Cry,Action,0.08,0.04,0,0.01,0.13
9374,WipeOut 3 The Game,Action,0.12,0,0,0.01,0.13
9375,Ys: The Ark of Napishtim,Role-Playing,0.07,0.05,0,0.02,0.13
9376,Peter Jackson's King Kong: The Official Game of the Movie,Action,0.12,0,0,0.01,0.13
9377,Brain Assist,Misc,0.12,0,0,0.01,0.13
9378,Azure Dreams,Role-Playing,0.07,0.05,0,0.01,0.13
9379,Rumble Roses XX,Fighting,0.07,0.01,0.04,0.01,0.13
9380,Space Camp,Action,0.12,0,0,0.01,0.13
9381,SingStar Latino,Misc,0.07,0.05,0,0.02,0.13
9382,Bakugan: Battle Trainer,Action,0.12,0,0,0.01,0.13
9383,Phantom Brave: We Meet Again,Role-Playing,0.12,0,0.01,0.01,0.13
9384,Monster Rancher DS,Role-Playing,0.08,0,0.05,0.01,0.13
9385,Kurt Warner's Arena Football Unleashed,Sports,0.07,0.05,0,0.01,0.13
9386,Suite PreCure: Melody Collection,Misc,0,0,0.13,0,0.13
9387,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,Role-Playing,0.07,0.05,0,0.02,0.13
9388,NHL 2K9,Sports,0.07,0.05,0,0.02,0.13
9389,Venetica,Role-Playing,0.09,0.03,0,0.01,0.13
9390,Disney's Kim Possible: Kimmunicator,Platform,0.11,0.01,0,0.01,0.13
9391,James Bond 007: Legends,Shooter,0.07,0.05,0,0.01,0.13
9392,Rogue Ops,Action,0.1,0.03,0,0,0.13
9393,NBA Hoopz,Sports,0.07,0.05,0,0.01,0.13
9394,Transworld Surf,Sports,0.1,0.03,0,0,0.13
9395,Rugby 15,Sports,0.02,0.09,0,0.02,0.13
9396,MLB 11: The Show,Sports,0.06,0.05,0,0.02,0.13
9397,Castrol Honda Superbike Racing,Racing,0.07,0.05,0,0.01,0.13
9398,History Civil War: Secret Missions,Shooter,0.12,0,0,0.01,0.13
9399,Army Men: Green Rogue,Action,0.06,0.05,0,0.02,0.13
9400,My Spanish Coach,Misc,0.12,0,0,0.01,0.13
9401,Chessmaster,Misc,0.1,0.03,0,0,0.13
9402,Over the Hedge: Hammy Goes Nuts!,Platform,0.12,0,0,0.01,0.13
9403,Fatal Inertia,Racing,0.12,0,0,0.01,0.13
9404,Superman: The Man of Steel,Action,0.1,0.03,0,0,0.13
9405,Ken to Mahou to Gakuen Mono. 3,Role-Playing,0,0,0.13,0,0.13
9406,Greg Hastings Paintball 2,Shooter,0.12,0,0,0.01,0.13
9407,The Flintstones: Bedrock Bowling,Sports,0.07,0.05,0,0.01,0.13
9408,Teenage Mutant Ninja Turtles: Danger of the Ooze,Adventure,0.08,0.04,0,0.01,0.13
9409,NHL 2003,Sports,0.1,0.03,0,0,0.13
9410,Chicken Run,Adventure,0.07,0.05,0,0.01,0.13
9411,Scene It? Bright Lights! Big Screen!,Misc,0.1,0.01,0,0.01,0.13
9412,My Baby: First Steps,Simulation,0.12,0,0,0.01,0.13
9413,Pro Baseball Spirits 2015,Action,0,0,0.13,0,0.13
9414,Shining Force III,Strategy,0,0,0.13,0,0.13
9415,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,Sports,0,0,0.13,0,0.13
9416,Tales of the Heroes: Twin Brave,Role-Playing,0,0,0.13,0,0.13
9417,WWE Survivor Series,Fighting,0.09,0.04,0,0,0.13
9418,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,Action,0,0,0.13,0,0.13
9419,Super Robot Wars BX,Action,0,0,0.13,0,0.13
9420,Persona 4: Arena,Fighting,0.08,0.02,0.03,0.01,0.13
9421,Tomb Raider: Legend,Action,0.1,0.03,0,0,0.13
9422,Nagano Winter Olympics '98,Sports,0.07,0.05,0,0.01,0.13
9423,Destroy All Humans! Path of the Furon,Action,0.08,0.04,0,0.01,0.13
9424,Winning Post 5,Sports,0,0,0.13,0,0.13
9425,Star Wars: Lethal Alliance,Action,0.11,0.01,0,0.01,0.13
9426,Midnight Mysteries: The Edgar Allan Poe Conspiracy,Adventure,0.08,0.04,0,0.01,0.13
9427,All Star Cheer Squad 2,Sports,0.12,0,0,0.01,0.13
9428,Frogger Beyond,Platform,0.1,0.03,0,0,0.13
9429,RPG Maker II,Role-Playing,0.06,0.05,0,0.02,0.13
9430,Resident Evil: Revelations 2,Action,0.01,0.05,0.06,0.01,0.13
9431,SpongeBob's Surf & Skate Roadtrip,Action,0.11,0.02,0,0.01,0.13
9432,Destruction Derby Arenas,Racing,0.06,0.05,0,0.02,0.13
9433,Cabela's Dangerous Hunts 2009,Sports,0.12,0,0,0.01,0.13
9434,The Unholy War,Strategy,0.07,0.05,0,0.01,0.13
9435,Chuck E. Cheese's Game Room,Misc,0.12,0,0,0.01,0.13
9436,Wantame Music Channel: Doko Demo Style,Misc,0,0,0.13,0,0.13
9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,Platform,0.09,0.03,0,0,0.13
9438,Shaman King: Power of Spirit,Adventure,0.06,0.05,0,0.02,0.13
9439,Eat Lead: The Return of Matt Hazard,Shooter,0.09,0.02,0,0.01,0.13
9440,Attack on Titan (KOEI),Action,0,0,0.13,0,0.13
9441,Soccer Tsuku DS: World Challenge 2010,Sports,0,0,0.13,0,0.13
9442,Family Fortunes,Misc,0,0.12,0,0.01,0.13
9443,Megamind: The Blue Defender,Adventure,0.08,0.03,0,0.02,0.13
9444,Contra III: The Alien Wars,Shooter,0,0,0.13,0,0.13
9445,Dead to Rights: Reckoning,Shooter,0.12,0,0,0.01,0.13
9446,The BIGS 2,Sports,0.12,0,0,0.01,0.13
9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,Role-Playing,0,0,0.13,0,0.13
9448,Amagami,Adventure,0,0,0.13,0,0.13
9449,Diablo II,Role-Playing,0.01,0.09,0,0.02,0.13
9450,How to Train Your Dragon 2,Adventure,0.03,0.08,0,0.02,0.13
9451,NBA 08,Sports,0.12,0,0,0.01,0.13
9452,The Smurfs 2,Platform,0.03,0.09,0,0.01,0.13
9453,NeverDead,Shooter,0.06,0.04,0.01,0.02,0.13
9454,No Fear Downhill Mountain Biking,Sports,0.07,0.05,0,0.01,0.13
9455,Fire ProWrestling,Fighting,0.09,0.03,0,0,0.13
9456,Eternal Poison (JP sales),Role-Playing,0,0,0.13,0,0.13
9457,Mission: Impossible - Operation Surma,Platform,0.1,0.03,0,0,0.13
9458,Naruto Shippuden: Kizuna Drive,Action,0.04,0.02,0.05,0.02,0.13
9459,The IdolM@ster: One for All,Misc,0,0,0.13,0,0.13
9460,MX 2002 Featuring Ricky Carmichael,Racing,0.1,0.03,0,0,0.13
9461,Indianapolis 500 Legends,Racing,0.12,0,0,0.01,0.13
9462,Romance of the Three Kingdoms IV: Wall of Fire,Strategy,0.05,0.03,0.04,0.01,0.13
9463,Illusion of Gaia,Role-Playing,0,0,0.13,0,0.13
9464,Steel Battalion: Heavy Armor,Misc,0.08,0.03,0.02,0.01,0.13
9465,Academy of Champions: Soccer,Sports,0.1,0.02,0,0.01,0.13
9466,Mega Man Anniversary Collection,Platform,0.1,0.03,0,0,0.13
9467,Disney Princess: Enchanting Storybooks,Misc,0.08,0.04,0,0.01,0.13
9468,Sally's Salon,Simulation,0.12,0,0,0.01,0.13
9469,The Oregon Trail,Simulation,0.12,0,0,0.01,0.13
9470,Disruptor,Shooter,0.07,0.05,0,0.01,0.13
9471,NBA Ballers: Chosen One,Sports,0.12,0,0,0.01,0.13
9472,Lovely Lisa and Friends,Simulation,0.12,0,0,0.01,0.13
9473,Hasbro Family Fun Pack,Misc,0.1,0.02,0,0.01,0.13
9474,Shrek Smash n' Crash Racing,Racing,0.1,0.03,0,0,0.13
9475,Under Night In-Birth,Fighting,0.06,0.02,0.04,0.02,0.13
9476,Drakengard 2,Role-Playing,0.06,0.05,0,0.02,0.13
9477,Street Fighter IV,Fighting,0.07,0.04,0,0.02,0.13
9478,Grand Knights History,Role-Playing,0,0,0.13,0,0.13
9479,Harvest Moon DS (jp sales),Simulation,0,0,0.13,0,0.13
9480,Summon Night: Twin Age,Role-Playing,0.07,0,0.05,0.01,0.13
9481,Sin and Punishment,Shooter,0,0,0.13,0,0.13
9482,NBA Jam 2000,Sports,0.12,0.01,0,0,0.13
9483,Castlevania: Legacy of Darkness,Platform,0.06,0.02,0.05,0,0.13
9484,Just Dance: Disney Party,Misc,0.01,0.1,0,0.02,0.13
9485,Cabela's Alaskan Adventure,Sports,0.12,0,0,0.01,0.13
9486,Rango: The Video Game,Action,0.06,0.06,0,0.01,0.13
9487,Shrek Super Party,Misc,0.1,0.03,0,0,0.13
9488,Sonic Riders,Racing,0.1,0.03,0,0,0.13
9489,Shimano Xtreme Fishing,Sports,0.12,0,0,0.01,0.13
9490,The History Channel: Great Battles - Medieval,Strategy,0.08,0.04,0,0.01,0.13
9491,TRON: Evolution,Action,0.09,0.02,0,0.02,0.13
9492,Rally Fusion: Race of Champions,Racing,0.06,0.05,0,0.02,0.13
9493,Barbie and the Three Musketeers,Adventure,0.12,0,0,0.01,0.13
9494,Secret Agent Clank,Platform,0.04,0.03,0.04,0.02,0.13
9495,The House of the Dead,Shooter,0,0,0.13,0,0.13
9496,DreamWorks Super Star Kartz,Racing,0.09,0.03,0,0.01,0.13
9497,RealSports Volleyball,Sports,0.12,0.01,0,0,0.13
9498,Heroes of the Pacific,Simulation,0.1,0.03,0,0,0.13
9499,Smart Boy's Gameroom,Misc,0.12,0,0,0.01,0.13
9500,NightCaster,Action,0.1,0.03,0,0,0.13
9501,RollerCoaster Tycoon,Strategy,0.1,0.03,0,0,0.13
9502,FIFA World Cup Germany 2006,Sports,0.1,0.03,0,0,0.13
9503,Hitman 2: Silent Assassin,Action,0.1,0.03,0,0,0.13
9504,MLB 13: The Show,Sports,0.11,0,0,0.02,0.13
9505,Nicktoons: MLB,Sports,0.12,0,0,0.01,0.13
9506,Digimon Racing,Racing,0.09,0.03,0,0,0.13
9507,Ape Escape 3,Platform,0.06,0.05,0,0.02,0.13
9508,Green Lantern: Rise of the Manhunters,Action,0.07,0.05,0,0.01,0.13
9509,"Crouching Tiger, Hidden Dragon",Action,0.06,0.05,0,0.02,0.13
9510,Last Bronx,Fighting,0,0,0.13,0,0.13
9511,Iridion II,Shooter,0.09,0.03,0,0,0.13
9512,Momotaro Douchuuki,Misc,0,0,0.13,0,0.13
9513,Brothers: A Tale of Two Sons,Adventure,0.03,0.08,0,0.02,0.13
9514,Tom Clancy's Splinter Cell: Double Agent,Action,0.1,0.01,0,0.01,0.13
9515,Whiplash,Racing,0.06,0.05,0,0.02,0.13
9516,BlazBlue: Continuum Shift II,Fighting,0.03,0.02,0.07,0.01,0.13
9517,Backyard Sports Football: Rookie Rush,Sports,0.12,0,0,0.01,0.13
9518,Warcraft III: Reign of Chaos,Strategy,0.03,0.08,0,0.02,0.13
